"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms7",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report2_2.csv",,,,"Date:","05 Nov 2017 16:35:54 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 16:46:04,3.0,5.0,88.0,0.0,4.0,0.0,116416512.0,17649664.0,160735232.0,1465065472.0,6085820.0,400266.0
05-11 16:46:05,2.0,6.0,87.0,0.0,5.0,0.0,116449280.0,17649664.0,160735232.0,1465032704.0,6022743.0,397602.0
05-11 16:46:06,3.030,5.051,87.879,0.0,4.040,0.0,116416512.0,17649664.0,160735232.0,1465065472.0,6028638.0,397898.0
05-11 16:46:07,2.970,4.950,77.228,9.901,4.950,0.0,116535296.0,17657856.0,160735232.0,1464938496.0,6136102.0,404558.0
05-11 16:46:08,3.030,5.051,87.879,0.0,4.040,0.0,116568064.0,17657856.0,160735232.0,1464905728.0,6052951.0,398194.0
05-11 16:46:09,2.970,5.941,86.139,0.0,4.950,0.0,116445184.0,17657856.0,160735232.0,1465028608.0,6106865.0,402560.0
05-11 16:46:10,4.0,5.0,87.0,0.0,4.0,0.0,116441088.0,17657856.0,160735232.0,1465032704.0,6155361.0,406778.0
05-11 16:46:11,3.0,5.0,87.0,0.0,5.0,0.0,116408320.0,17657856.0,160735232.0,1465065472.0,6280751.0,414104.0
05-11 16:46:12,3.030,6.061,86.869,0.0,4.040,0.0,116441088.0,17657856.0,160735232.0,1465032704.0,6282175.0,414030.0
05-11 16:46:13,3.960,5.941,81.188,3.960,4.950,0.0,116400128.0,17666048.0,160735232.0,1465065472.0,6470618.0,425796.0
05-11 16:46:14,3.030,5.051,87.879,0.0,4.040,0.0,116432896.0,17666048.0,160735232.0,1465032704.0,6076426.0,401598.0
05-11 16:46:15,2.970,4.950,87.129,0.0,4.950,0.0,116400128.0,17666048.0,160735232.0,1465065472.0,6154888.0,404928.0
05-11 16:46:16,3.030,6.061,86.869,0.0,4.040,0.0,116432896.0,17666048.0,160735232.0,1465032704.0,6397530.0,422688.0
05-11 16:46:17,3.0,6.0,86.0,0.0,5.0,0.0,116400128.0,17666048.0,160735232.0,1465065472.0,6296552.0,415140.0
05-11 16:46:18,3.0,5.0,87.0,0.0,5.0,0.0,116400128.0,17666048.0,160735232.0,1465065472.0,6078738.0,400636.0
05-11 16:46:19,3.0,5.0,82.0,5.0,5.0,0.0,116432896.0,17674240.0,160727040.0,1465032704.0,6045152.0,398712.0
05-11 16:46:20,4.0,6.0,85.0,0.0,5.0,0.0,116391936.0,17674240.0,160735232.0,1465065472.0,6239681.0,411366.0
05-11 16:46:21,3.0,6.0,87.0,0.0,4.0,0.0,116391936.0,17674240.0,160735232.0,1465065472.0,6434645.0,424242.0
05-11 16:46:22,3.0,5.0,87.0,0.0,5.0,0.0,116391936.0,17674240.0,160735232.0,1465065472.0,6050584.0,397972.0
05-11 16:46:23,3.0,5.0,87.0,0.0,5.0,0.0,116457472.0,17674240.0,160735232.0,1464999936.0,6095711.0,401894.0
05-11 16:46:24,3.960,5.941,85.149,0.0,4.950,0.0,116387840.0,17674240.0,160739328.0,1465065472.0,6183655.0,409747.0
05-11 16:46:25,3.0,5.0,74.0,13.0,5.0,0.0,116453376.0,17682432.0,160731136.0,1464999936.0,6392186.0,420468.0
05-11 16:46:26,3.030,5.051,87.879,0.0,4.040,0.0,116379648.0,17682432.0,160739328.0,1465065472.0,6284387.0,414326.0
05-11 16:46:27,3.0,5.0,87.0,0.0,5.0,0.0,116379648.0,17682432.0,160739328.0,1465065472.0,5872567.0,388130.0
05-11 16:46:28,0.990,1.980,96.040,0.0,0.990,0.0,116379648.0,17682432.0,160739328.0,1465065472.0,1213023.0,82302.0
05-11 16:46:29,3.030,5.051,87.879,0.0,4.040,0.0,116379648.0,17682432.0,160739328.0,1465065472.0,6218050.0,408998.0
05-11 16:46:30,2.970,5.941,86.139,0.0,4.950,0.0,116379648.0,17682432.0,160739328.0,1465065472.0,6292195.0,414918.0
05-11 16:46:31,3.030,5.051,83.838,4.040,4.040,0.0,116404224.0,17690624.0,160739328.0,1465032704.0,6279643.0,414088.0
05-11 16:46:32,4.0,6.0,85.0,0.0,5.0,0.0,116760576.0,17690624.0,160739328.0,1464676352.0,6352664.0,420016.0
05-11 16:46:33,3.0,6.0,86.0,0.0,5.0,0.0,116928512.0,17690624.0,160739328.0,1464508416.0,6280322.0,416648.0
05-11 16:46:34,3.0,5.0,87.0,0.0,5.0,0.0,117018624.0,17690624.0,160743424.0,1464414208.0,6331817.0,416805.0
05-11 16:46:35,3.960,5.941,85.149,0.0,4.950,0.0,117428224.0,17690624.0,160747520.0,1464000512.0,6306332.0,416772.0
05-11 16:46:36,3.0,5.0,87.0,0.0,5.0,0.0,117395456.0,17690624.0,160747520.0,1464033280.0,6082659.0,402044.0
05-11 16:46:37,3.030,5.051,72.727,15.152,4.040,0.0,116654080.0,17698816.0,160739328.0,1464774656.0,6228658.0,410056.0
05-11 16:46:38,2.941,5.882,86.275,0.0,4.902,0.0,116613120.0,17698816.0,160743424.0,1464811520.0,6101265.0,403226.0
05-11 16:46:39,3.061,5.102,87.755,0.0,4.082,0.0,116645888.0,17698816.0,160743424.0,1464778752.0,6293069.0,414918.0
05-11 16:46:40,3.0,5.0,88.0,0.0,4.0,0.0,116613120.0,17698816.0,160743424.0,1464811520.0,5845311.0,384430.0
05-11 16:46:41,3.0,5.0,87.0,0.0,5.0,0.0,116613120.0,17698816.0,160743424.0,1464811520.0,6238213.0,412254.0
05-11 16:46:42,3.0,6.0,87.0,0.0,4.0,0.0,116645888.0,17698816.0,160743424.0,1464778752.0,6402254.0,422096.0
05-11 16:46:43,5.0,5.0,83.0,2.0,5.0,0.0,116604928.0,17707008.0,160743424.0,1464811520.0,6374531.0,421874.0
05-11 16:46:44,2.970,5.941,86.139,0.0,4.950,0.0,116637696.0,17707008.0,160743424.0,1464778752.0,6216925.0,409516.0
05-11 16:46:45,2.020,5.051,87.879,0.0,5.051,0.0,116604928.0,17707008.0,160743424.0,1464811520.0,6187929.0,408924.0
05-11 16:46:46,4.0,5.0,86.0,0.0,5.0,0.0,116604928.0,17707008.0,160743424.0,1464811520.0,6418044.0,423132.0
05-11 16:46:47,2.970,5.941,86.139,0.0,4.950,0.0,116604928.0,17707008.0,160743424.0,1464811520.0,6172084.0,406926.0
05-11 16:46:48,3.061,5.102,87.755,0.0,4.082,0.0,116637696.0,17707008.0,160743424.0,1464778752.0,6220396.0,410108.0
05-11 16:46:49,3.960,5.941,68.317,16.832,4.950,0.0,116604928.0,17715200.0,160735232.0,1464811520.0,6305070.0,416777.0
05-11 16:46:50,3.0,5.0,87.0,0.0,5.0,0.0,116629504.0,17715200.0,160743424.0,1464778752.0,6185504.0,407814.0
05-11 16:46:51,3.030,5.051,86.869,0.0,5.051,0.0,116596736.0,17715200.0,160743424.0,1464811520.0,6230532.0,410774.0
05-11 16:46:52,2.970,5.941,86.139,0.0,4.950,0.0,116596736.0,17715200.0,160743424.0,1464811520.0,6220323.0,410108.0
05-11 16:46:53,4.0,5.0,87.0,0.0,4.0,0.0,116629504.0,17715200.0,160743424.0,1464778752.0,6175528.0,407148.0
05-11 16:46:54,3.0,5.0,87.0,0.0,5.0,0.0,116596736.0,17715200.0,160743424.0,1464811520.0,6281797.0,413882.0
05-11 16:46:55,2.970,5.941,80.198,6.931,3.960,0.0,116621312.0,17723392.0,160743424.0,1464778752.0,6287639.0,414548.0
05-11 16:46:56,3.0,5.0,87.0,0.0,5.0,0.0,116588544.0,17723392.0,160743424.0,1464811520.0,6184231.0,408036.0
05-11 16:46:57,3.030,5.051,87.879,0.0,4.040,0.0,116588544.0,17723392.0,160743424.0,1464811520.0,6404406.0,422244.0
05-11 16:46:58,4.0,5.0,87.0,0.0,4.0,0.0,116588544.0,17723392.0,160743424.0,1464811520.0,6422221.0,423428.0
05-11 16:46:59,2.970,5.941,86.139,0.0,4.950,0.0,116654080.0,17723392.0,160743424.0,1464745984.0,6259691.0,411736.0
05-11 16:47:00,3.030,5.051,87.879,0.0,4.040,0.0,116584448.0,17723392.0,160747520.0,1464811520.0,6121190.0,404558.0
05-11 16:47:01,4.0,5.0,67.0,19.0,5.0,0.0,116617216.0,17731584.0,160739328.0,1464778752.0,6264827.0,412106.0
05-11 16:47:02,3.0,6.0,87.0,0.0,4.0,0.0,116576256.0,17731584.0,160747520.0,1464811520.0,6200939.0,409812.0
05-11 16:47:03,3.0,5.0,88.0,0.0,4.0,0.0,116576256.0,17731584.0,160747520.0,1464811520.0,6407736.0,421504.0
05-11 16:47:04,2.970,4.950,87.129,0.0,4.950,0.0,116609024.0,17731584.0,160747520.0,1464778752.0,6139827.0,404780.0
05-11 16:47:05,3.030,5.051,87.879,0.0,4.040,0.0,116576256.0,17731584.0,160747520.0,1464811520.0,6075592.0,401524.0
05-11 16:47:06,2.970,5.941,86.139,0.0,4.950,0.0,116609024.0,17731584.0,160747520.0,1464778752.0,6258536.0,412624.0
05-11 16:47:07,3.030,5.051,69.697,18.182,4.040,0.0,116568064.0,17739776.0,160747520.0,1464811520.0,6405710.0,421578.0
05-11 16:47:08,3.0,5.0,87.0,0.0,5.0,0.0,116568064.0,17739776.0,160747520.0,1464811520.0,6355913.0,418840.0
05-11 16:47:09,2.970,5.941,87.129,0.0,3.960,0.0,116568064.0,17739776.0,160747520.0,1464811520.0,6276461.0,414548.0
05-11 16:47:10,3.030,5.051,88.889,0.0,3.030,0.0,116600832.0,17739776.0,160747520.0,1464778752.0,6250506.0,412328.0
05-11 16:47:11,3.030,5.051,86.869,0.0,5.051,0.0,116568064.0,17739776.0,160747520.0,1464811520.0,6357266.0,419136.0
05-11 16:47:12,2.970,5.941,86.139,0.0,4.950,0.0,116633600.0,17739776.0,160747520.0,1464745984.0,6202443.0,408184.0
05-11 16:47:13,3.960,4.950,67.327,18.812,4.950,0.0,116568064.0,17747968.0,160739328.0,1464811520.0,6227032.0,410996.0
05-11 16:47:14,3.0,6.0,86.0,0.0,5.0,0.0,116559872.0,17747968.0,160747520.0,1464811520.0,6616914.0,437645.0
05-11 16:47:15,3.030,5.051,87.879,0.0,4.040,0.0,116592640.0,17747968.0,160747520.0,1464778752.0,6054949.0,399230.0
05-11 16:47:16,3.0,5.0,87.0,0.0,5.0,0.0,116592640.0,17747968.0,160747520.0,1464778752.0,6146023.0,405224.0
05-11 16:47:17,4.0,6.0,86.0,0.0,4.0,0.0,116592640.0,17747968.0,160747520.0,1464778752.0,6286577.0,414252.0
05-11 16:47:18,3.0,5.0,87.0,0.0,5.0,0.0,116559872.0,17747968.0,160747520.0,1464811520.0,6391748.0,420764.0
05-11 16:47:19,2.970,5.941,84.158,1.980,4.950,0.0,116551680.0,17756160.0,160747520.0,1464811520.0,6104558.0,403374.0
05-11 16:47:20,3.030,5.051,86.869,0.0,5.051,0.0,116551680.0,17756160.0,160747520.0,1464811520.0,6239589.0,411366.0
05-11 16:47:21,2.970,5.941,86.139,0.0,4.950,0.0,116584448.0,17756160.0,160747520.0,1464778752.0,6180066.0,407444.0
05-11 16:47:22,3.030,5.051,87.879,0.0,4.040,0.0,116551680.0,17756160.0,160747520.0,1464811520.0,6215650.0,409812.0
05-11 16:47:23,3.030,5.051,86.869,0.0,5.051,0.0,116617216.0,17756160.0,160747520.0,1464745984.0,6289771.0,413734.0
05-11 16:47:24,3.0,6.0,87.0,0.0,4.0,0.0,116551680.0,17756160.0,160747520.0,1464811520.0,6267430.0,414178.0
05-11 16:47:25,4.0,6.0,71.0,14.0,5.0,0.0,117075968.0,17764352.0,160739328.0,1464287232.0,6145411.0,405949.0
05-11 16:47:26,3.960,4.950,85.149,0.0,5.941,0.0,117063680.0,17764352.0,160751616.0,1464287232.0,6173590.0,409184.0
05-11 16:47:27,3.030,5.051,87.879,0.0,4.040,0.0,117063680.0,17764352.0,160751616.0,1464287232.0,6189044.0,407324.0
05-11 16:47:28,2.970,4.950,87.129,0.0,4.950,0.0,117223424.0,17764352.0,160751616.0,1464127488.0,5910373.0,390725.0
05-11 16:47:29,0.0,1.0,99.0,0.0,0.0,0.0,117190656.0,17764352.0,160751616.0,1464160256.0,1848.0,858.0
05-11 16:47:30,0.0,0.0,100.0,0.0,0.0,0.0,117190656.0,17764352.0,160751616.0,1464160256.0,0.0,0.0
05-11 16:47:31,2.970,4.950,75.248,12.871,3.960,0.0,117182464.0,17772544.0,160751616.0,1464160256.0,5495650.0,363014.0
05-11 16:47:32,3.0,5.0,87.0,0.0,5.0,0.0,117182464.0,17772544.0,160751616.0,1464160256.0,6304537.0,416620.0
05-11 16:47:33,3.0,6.0,86.0,0.0,5.0,0.0,117182464.0,17772544.0,160751616.0,1464160256.0,6242351.0,410713.0
05-11 16:47:34,3.0,5.0,87.0,0.0,5.0,0.0,117215232.0,17772544.0,160751616.0,1464127488.0,6176498.0,408184.0
05-11 16:47:35,3.0,6.0,86.0,0.0,5.0,0.0,117182464.0,17772544.0,160751616.0,1464160256.0,6261635.0,411938.0
05-11 16:47:36,3.030,5.051,84.848,3.030,4.040,0.0,117174272.0,17780736.0,160751616.0,1464160256.0,6165387.0,407444.0
05-11 16:47:37,3.030,5.051,87.879,0.0,4.040,0.0,117202944.0,17780736.0,160755712.0,1464127488.0,6022636.0,396122.0
05-11 16:47:38,3.922,5.882,85.294,0.0,4.902,0.0,116523008.0,17780736.0,160751616.0,1464811520.0,6118648.0,403739.0
05-11 16:47:39,3.030,5.051,86.869,0.0,5.051,0.0,116555776.0,17780736.0,160751616.0,1464778752.0,6265734.0,415149.0
05-11 16:47:40,3.0,6.0,87.0,0.0,4.0,0.0,116523008.0,17780736.0,160751616.0,1464811520.0,6275337.0,413438.0
05-11 16:47:41,3.0,5.0,87.0,0.0,5.0,0.0,116555776.0,17780736.0,160751616.0,1464778752.0,6142723.0,405298.0
05-11 16:47:42,2.970,5.941,73.267,13.861,3.960,0.0,116641792.0,17788928.0,160751616.0,1464684544.0,6322285.0,416842.0
05-11 16:47:43,3.0,5.0,88.0,0.0,4.0,0.0,116674560.0,17788928.0,160751616.0,1464651776.0,6044188.0,398490.0
05-11 16:47:44,3.0,5.0,88.0,0.0,4.0,0.0,116551680.0,17788928.0,160751616.0,1464774656.0,6167652.0,406745.0
05-11 16:47:45,3.030,5.051,87.879,0.0,4.040,0.0,116514816.0,17788928.0,160751616.0,1464811520.0,6239359.0,411366.0
05-11 16:47:46,3.960,5.941,85.149,0.0,4.950,0.0,116514816.0,17788928.0,160751616.0,1464811520.0,6554819.0,432160.0
05-11 16:47:47,3.0,6.0,87.0,0.0,4.0,0.0,116514816.0,17788928.0,160751616.0,1464811520.0,6295558.0,414104.0
05-11 16:47:48,3.0,5.0,86.0,2.0,4.0,0.0,116514816.0,17797120.0,160743424.0,1464811520.0,6085802.0,402190.0
05-11 16:47:49,3.030,5.051,86.869,0.0,5.051,0.0,116506624.0,17797120.0,160751616.0,1464811520.0,6448281.0,424168.0
05-11 16:47:50,2.970,5.941,86.139,0.0,4.950,0.0,116539392.0,17797120.0,160751616.0,1464778752.0,6275361.0,414696.0
05-11 16:47:51,3.030,5.051,87.879,0.0,4.040,0.0,116506624.0,17797120.0,160751616.0,1464811520.0,6306870.0,415806.0
05-11 16:47:52,2.970,5.941,86.139,0.0,4.950,0.0,116506624.0,17797120.0,160751616.0,1464811520.0,6119290.0,403448.0
05-11 16:47:53,4.0,5.0,86.0,0.0,5.0,0.0,116506624.0,17797120.0,160751616.0,1464811520.0,6252985.0,411292.0
05-11 16:47:54,2.970,5.941,57.426,28.713,4.950,0.0,116572160.0,17805312.0,160743424.0,1464745984.0,6200181.0,408776.0
05-11 16:47:55,3.030,5.051,87.879,0.0,4.040,0.0,116498432.0,17805312.0,160751616.0,1464811520.0,6140633.0,404854.0
05-11 16:47:56,3.0,6.0,86.0,0.0,5.0,0.0,116531200.0,17805312.0,160751616.0,1464778752.0,6240506.0,411632.0
05-11 16:47:57,3.0,5.0,88.0,0.0,4.0,0.0,116498432.0,17805312.0,160751616.0,1464811520.0,6238151.0,412180.0
05-11 16:47:58,3.0,5.0,88.0,0.0,4.0,0.0,116498432.0,17805312.0,160751616.0,1464811520.0,6323368.0,416990.0
05-11 16:47:59,3.0,6.0,87.0,0.0,4.0,0.0,116531200.0,17805312.0,160751616.0,1464778752.0,6364089.0,419580.0
05-11 16:48:00,3.030,5.051,75.758,12.121,4.040,0.0,116490240.0,17813504.0,160751616.0,1464811520.0,6414318.0,421948.0
05-11 16:48:01,3.960,5.941,85.149,0.0,4.950,0.0,116523008.0,17813504.0,160751616.0,1464778752.0,6808542.0,448884.0
05-11 16:48:02,3.0,5.0,88.0,0.0,4.0,0.0,116490240.0,17813504.0,160751616.0,1464811520.0,6362435.0,419876.0
05-11 16:48:03,3.0,6.0,87.0,0.0,4.0,0.0,116523008.0,17813504.0,160751616.0,1464778752.0,6370423.0,420616.0
05-11 16:48:04,3.030,5.051,87.879,0.0,4.040,0.0,116490240.0,17813504.0,160751616.0,1464811520.0,5936528.0,391543.0
05-11 16:48:05,3.0,5.0,87.0,0.0,5.0,0.0,116490240.0,17813504.0,160751616.0,1464811520.0,6410015.0,422614.0
05-11 16:48:06,3.030,5.051,84.848,2.020,5.051,0.0,116482048.0,17821696.0,160751616.0,1464811520.0,6101523.0,402264.0
05-11 16:48:07,3.922,5.882,85.294,0.0,4.902,0.0,116514816.0,17821696.0,160751616.0,1464778752.0,6186734.0,408850.0
05-11 16:48:08,3.0,6.0,87.0,0.0,4.0,0.0,116514816.0,17821696.0,160751616.0,1464778752.0,6102538.0,402338.0
05-11 16:48:09,3.030,5.051,86.869,0.0,5.051,0.0,116514816.0,17821696.0,160751616.0,1464778752.0,6359700.0,418322.0
05-11 16:48:10,3.0,5.0,88.0,0.0,4.0,0.0,116482048.0,17821696.0,160751616.0,1464811520.0,6304274.0,416028.0
05-11 16:48:11,3.030,5.051,87.879,0.0,4.040,0.0,116482048.0,17821696.0,160751616.0,1464811520.0,6160850.0,405816.0
05-11 16:48:12,2.970,5.941,74.257,11.881,4.950,0.0,116506624.0,17829888.0,160751616.0,1464778752.0,6239376.0,412328.0
05-11 16:48:13,3.030,5.051,86.869,0.0,5.051,0.0,116473856.0,17829888.0,160751616.0,1464811520.0,6475015.0,425944.0
05-11 16:48:14,3.0,6.0,87.0,0.0,4.0,0.0,116502528.0,17829888.0,160755712.0,1464778752.0,6259702.0,412698.0
05-11 16:48:15,3.0,5.0,87.0,0.0,5.0,0.0,116469760.0,17829888.0,160755712.0,1464811520.0,6274193.0,414622.0
05-11 16:48:16,3.030,5.051,86.869,0.0,5.051,0.0,116469760.0,17829888.0,160755712.0,1464811520.0,6301099.0,415436.0
05-11 16:48:17,3.922,5.882,85.294,0.0,4.902,0.0,116469760.0,17829888.0,160755712.0,1464811520.0,6196338.0,408554.0
05-11 16:48:18,3.0,5.0,84.0,4.0,4.0,0.0,116535296.0,17838080.0,160747520.0,1464745984.0,6389610.0,420320.0
05-11 16:48:19,2.970,5.941,86.139,0.0,4.950,0.0,116461568.0,17838080.0,160755712.0,1464811520.0,6297767.0,416176.0
05-11 16:48:20,3.061,6.122,85.714,0.0,5.102,0.0,116494336.0,17838080.0,160755712.0,1464778752.0,6475995.0,426980.0
05-11 16:48:21,3.960,5.941,85.149,0.0,4.950,0.0,116461568.0,17838080.0,160755712.0,1464811520.0,6421061.0,422392.0
05-11 16:48:22,2.970,5.941,86.139,0.0,4.950,0.0,116461568.0,17838080.0,160755712.0,1464811520.0,6163226.0,406334.0
05-11 16:48:23,3.030,5.051,86.869,0.0,5.051,0.0,116494336.0,17838080.0,160755712.0,1464778752.0,6113876.0,403152.0
05-11 16:48:24,3.030,6.061,66.667,20.202,4.040,0.0,116461568.0,17846272.0,160747520.0,1464811520.0,6229084.0,410626.0
05-11 16:48:25,3.0,5.0,87.0,0.0,5.0,0.0,116486144.0,17846272.0,160755712.0,1464778752.0,6471645.0,427646.0
05-11 16:48:26,2.970,5.941,87.129,0.0,3.960,0.0,116453376.0,17846272.0,160755712.0,1464811520.0,6213542.0,409590.0
05-11 16:48:27,3.030,5.051,87.879,0.0,4.040,0.0,116453376.0,17846272.0,160755712.0,1464811520.0,6010510.0,396344.0
05-11 16:48:28,3.0,5.0,88.0,0.0,4.0,0.0,116453376.0,17846272.0,160755712.0,1464811520.0,6265420.0,412698.0
05-11 16:48:29,4.0,5.0,87.0,0.0,4.0,0.0,116486144.0,17846272.0,160755712.0,1464778752.0,6077019.0,401163.0
05-11 16:48:30,2.970,5.941,62.376,24.752,3.960,0.0,116445184.0,17854464.0,160755712.0,1464811520.0,6139527.0,404928.0
05-11 16:48:31,0.0,0.0,98.990,0.0,1.010,0.0,116445184.0,17854464.0,160755712.0,1464811520.0,867966.0,58726.0
05-11 16:48:32,0.0,0.990,99.010,0.0,0.0,0.0,116445184.0,17854464.0,160755712.0,1464811520.0,0.0,0.0
05-11 16:48:33,4.040,5.051,86.869,0.0,4.040,0.0,116445184.0,17854464.0,160755712.0,1464811520.0,6695196.0,443568.0
05-11 16:48:34,4.0,7.0,84.0,0.0,5.0,0.0,116445184.0,17854464.0,160755712.0,1464811520.0,8223783.0,540940.0
05-11 16:48:35,3.0,7.0,84.0,0.0,6.0,0.0,116477952.0,17854464.0,160755712.0,1464778752.0,8121139.0,536722.0
05-11 16:48:36,4.0,6.0,80.0,4.0,6.0,0.0,116445184.0,17862656.0,160747520.0,1464811520.0,7783670.0,513190.0
05-11 16:48:37,3.960,6.931,84.158,0.0,4.950,0.0,116469760.0,17862656.0,160755712.0,1464778752.0,7352578.0,484774.0
05-11 16:48:38,4.0,6.0,85.0,0.0,5.0,0.0,116436992.0,17862656.0,160755712.0,1464811520.0,7969097.0,525400.0
05-11 16:48:39,4.0,7.0,84.0,0.0,5.0,0.0,116436992.0,17862656.0,160755712.0,1464811520.0,7890393.0,520220.0
05-11 16:48:40,3.061,6.122,85.714,0.0,5.102,0.0,116469760.0,17862656.0,160755712.0,1464778752.0,7914090.0,521774.0
05-11 16:48:41,3.960,6.931,83.168,0.0,5.941,0.0,116436992.0,17862656.0,160755712.0,1464811520.0,7963399.0,525030.0
05-11 16:48:42,3.960,5.941,75.248,9.901,4.950,0.0,116461568.0,17870848.0,160755712.0,1464778752.0,7962193.0,524956.0
05-11 16:48:43,4.040,7.071,83.838,0.0,5.051,0.0,116428800.0,17870848.0,160755712.0,1464811520.0,8373099.0,550982.0
05-11 16:48:44,3.960,6.931,84.158,0.0,4.950,0.0,116428800.0,17870848.0,160755712.0,1464811520.0,7809425.0,514892.0
05-11 16:48:45,4.0,6.0,85.0,0.0,5.0,0.0,116494336.0,17870848.0,160755712.0,1464745984.0,7772565.0,512450.0
05-11 16:48:46,3.0,7.0,85.0,0.0,5.0,0.0,116428800.0,17870848.0,160755712.0,1464811520.0,7746781.0,510748.0
05-11 16:48:47,4.040,6.061,84.848,0.0,5.051,0.0,116461568.0,17870848.0,160755712.0,1464778752.0,8007270.0,529174.0
05-11 16:48:48,3.922,6.863,81.373,1.961,5.882,0.0,116428800.0,17879040.0,160747520.0,1464811520.0,7896954.0,520664.0
05-11 16:48:49,3.030,6.061,84.848,0.0,6.061,0.0,116453376.0,17879040.0,160755712.0,1464778752.0,7835734.0,515336.0
05-11 16:48:50,4.040,6.061,84.848,0.0,5.051,0.0,116416512.0,17879040.0,160759808.0,1464811520.0,7682817.0,507788.0
05-11 16:48:51,3.960,6.931,83.168,0.0,5.941,0.0,116416512.0,17879040.0,160759808.0,1464811520.0,8052292.0,530876.0
05-11 16:48:52,3.030,6.061,85.859,0.0,5.051,0.0,116482048.0,17879040.0,160759808.0,1464745984.0,7599843.0,499796.0
05-11 16:48:53,3.960,6.931,84.158,0.0,4.950,0.0,116416512.0,17879040.0,160759808.0,1464811520.0,8040947.0,531394.0
05-11 16:48:54,5.0,6.0,81.0,3.0,5.0,0.0,116482048.0,17887232.0,160751616.0,1464745984.0,7746230.0,510535.0
05-11 16:48:55,4.040,7.071,83.838,0.0,5.051,0.0,116408320.0,17887232.0,160759808.0,1464811520.0,8296727.0,547008.0
05-11 16:48:56,3.960,6.931,83.168,0.0,5.941,0.0,116441088.0,17887232.0,160759808.0,1464778752.0,7974818.0,526880.0
05-11 16:48:57,3.030,6.061,85.859,0.0,5.051,0.0,116408320.0,17887232.0,160759808.0,1464811520.0,7517745.0,495060.0
05-11 16:48:58,4.0,7.0,84.0,0.0,5.0,0.0,116408320.0,17887232.0,160759808.0,1464811520.0,7893938.0,521182.0
05-11 16:48:59,4.0,6.0,85.0,0.0,5.0,0.0,116441088.0,17887232.0,160759808.0,1464778752.0,7808218.0,514522.0
05-11 16:49:00,3.0,7.0,82.0,3.0,5.0,0.0,116400128.0,17895424.0,160759808.0,1464811520.0,8251802.0,544122.0
05-11 16:49:01,4.0,6.0,85.0,0.0,5.0,0.0,116400128.0,17895424.0,160759808.0,1464811520.0,8125908.0,535982.0
05-11 16:49:02,3.960,6.931,84.158,0.0,4.950,0.0,116400128.0,17895424.0,160759808.0,1464811520.0,7667108.0,505494.0
05-11 16:49:03,4.0,7.0,84.0,0.0,5.0,0.0,116432896.0,17895424.0,160759808.0,1464778752.0,7956514.0,523328.0
05-11 16:49:04,4.0,6.0,85.0,0.0,5.0,0.0,116400128.0,17895424.0,160759808.0,1464811520.0,7880503.0,519554.0
05-11 16:49:05,3.0,7.0,84.0,0.0,6.0,0.0,116400128.0,17895424.0,160759808.0,1464811520.0,7801316.0,514596.0
05-11 16:49:06,4.040,7.071,81.818,2.020,5.051,0.0,116424704.0,17903616.0,160759808.0,1464778752.0,8122349.0,536574.0
05-11 16:49:07,4.0,6.0,84.0,0.0,6.0,0.0,116391936.0,17903616.0,160759808.0,1464811520.0,8004405.0,527768.0
05-11 16:49:08,3.0,7.0,85.0,0.0,5.0,0.0,116424704.0,17903616.0,160759808.0,1464778752.0,7730908.0,508602.0
05-11 16:49:09,4.040,6.061,84.848,0.0,5.051,0.0,116391936.0,17903616.0,160759808.0,1464811520.0,7881830.0,520738.0
05-11 16:49:10,3.960,6.931,84.158,0.0,4.950,0.0,116424704.0,17903616.0,160759808.0,1464778752.0,7936740.0,522662.0
05-11 16:49:11,3.0,7.0,84.0,0.0,6.0,0.0,116391936.0,17903616.0,160759808.0,1464811520.0,7735419.0,510600.0
05-11 16:49:12,4.040,6.061,65.657,19.192,5.051,0.0,116391936.0,17911808.0,160751616.0,1464811520.0,8006352.0,527768.0
05-11 16:49:13,3.960,6.931,84.158,0.0,4.950,0.0,116416512.0,17911808.0,160759808.0,1464778752.0,7847801.0,516520.0
05-11 16:49:14,4.0,6.0,85.0,0.0,5.0,0.0,116383744.0,17911808.0,160759808.0,1464811520.0,7689304.0,507936.0
05-11 16:49:15,3.0,7.0,84.0,0.0,6.0,0.0,116383744.0,17911808.0,160759808.0,1464811520.0,7692945.0,507196.0
05-11 16:49:16,3.960,6.931,83.168,0.0,5.941,0.0,116416512.0,17911808.0,160759808.0,1464778752.0,8109283.0,534650.0
05-11 16:49:17,4.082,6.122,84.694,0.0,5.102,0.0,116416512.0,17911808.0,160759808.0,1464778752.0,8100236.0,534058.0
05-11 16:49:18,4.0,7.0,80.0,3.0,6.0,0.0,116375552.0,17920000.0,160759808.0,1464811520.0,8060026.0,531394.0
05-11 16:49:19,3.960,6.931,83.168,0.0,5.941,0.0,116375552.0,17920000.0,160759808.0,1464811520.0,7906725.0,522301.0
05-11 16:49:20,5.051,7.071,80.808,0.0,7.071,0.0,116408320.0,17920000.0,160759808.0,1464778752.0,7867748.0,518814.0
