"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report2_1.csv",,,,"Date:","05 Nov 2017 16:35:33 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 16:52:06,4.0,6.0,86.0,0.0,4.0,0.0,117731328.0,23429120.0,142630912.0,1476075520.0,7187007.0,474024.0
05-11 16:52:07,3.0,6.0,86.0,0.0,5.0,0.0,117731328.0,23429120.0,142630912.0,1476075520.0,7599634.0,500960.0
05-11 16:52:08,4.040,6.061,85.859,0.0,4.040,0.0,117731328.0,23429120.0,142630912.0,1476075520.0,7769983.0,513051.0
05-11 16:52:09,3.922,6.863,78.431,5.882,4.902,0.0,117727232.0,23437312.0,142626816.0,1476075520.0,7548011.0,497946.0
05-11 16:52:10,3.061,6.122,85.714,0.0,5.102,0.0,117751808.0,23437312.0,142635008.0,1476042752.0,7363243.0,485588.0
05-11 16:52:11,3.960,5.941,85.149,0.0,4.950,0.0,117719040.0,23437312.0,142635008.0,1476075520.0,7763433.0,511858.0
05-11 16:52:12,4.0,7.0,84.0,0.0,5.0,0.0,117751808.0,23437312.0,142635008.0,1476042752.0,8035225.0,528266.0
05-11 16:52:13,3.030,6.061,85.859,0.0,5.051,0.0,117719040.0,23437312.0,142635008.0,1476075520.0,7426022.0,491138.0
05-11 16:52:14,4.950,5.941,84.158,0.0,4.950,0.0,118493184.0,23437312.0,142639104.0,1475297280.0,7498522.0,496451.0
05-11 16:52:15,3.030,6.061,76.768,10.101,4.040,0.0,118493184.0,23445504.0,142630912.0,1475297280.0,7379913.0,487780.0
05-11 16:52:16,3.960,5.941,75.248,9.901,4.950,0.0,118484992.0,23445504.0,142639104.0,1475297280.0,6967096.0,458166.0
05-11 16:52:17,3.061,6.122,85.714,0.0,5.102,0.0,118484992.0,23445504.0,142639104.0,1475297280.0,7285218.0,480482.0
05-11 16:52:18,3.960,5.941,85.149,0.0,4.950,0.0,118517760.0,23445504.0,142639104.0,1475264512.0,6914101.0,457246.0
05-11 16:52:19,3.0,6.0,86.0,0.0,5.0,0.0,118517760.0,23445504.0,142639104.0,1475264512.0,7874637.0,519184.0
05-11 16:52:20,4.0,6.0,86.0,0.0,4.0,0.0,118484992.0,23445504.0,142639104.0,1475297280.0,6774500.0,445702.0
05-11 16:52:21,3.960,5.941,75.248,9.901,4.950,0.0,118550528.0,23453696.0,142630912.0,1475231744.0,6992723.0,460588.0
05-11 16:52:22,3.030,7.071,84.848,1.010,4.040,0.0,118476800.0,23453696.0,142639104.0,1475297280.0,7589443.0,501404.0
05-11 16:52:23,3.960,5.941,84.158,0.0,5.941,0.0,118476800.0,23453696.0,142639104.0,1475297280.0,7339027.0,484404.0
05-11 16:52:24,4.040,6.061,84.848,0.0,5.051,0.0,118476800.0,23453696.0,142639104.0,1475297280.0,7827182.0,516076.0
05-11 16:52:25,3.030,6.061,85.859,0.0,5.051,0.0,118476800.0,23453696.0,142639104.0,1475297280.0,7400616.0,487956.0
05-11 16:52:26,3.960,6.931,84.158,0.0,4.950,0.0,117829632.0,23453696.0,142635008.0,1475948544.0,7626665.0,503134.0
05-11 16:52:27,3.960,5.941,82.178,2.970,4.950,0.0,117862400.0,23461888.0,142626816.0,1475915776.0,7307039.0,481854.0
05-11 16:52:28,4.040,6.061,85.859,0.0,4.040,0.0,117821440.0,23461888.0,142635008.0,1475948544.0,7766236.0,512060.0
05-11 16:52:29,3.0,6.0,86.0,0.0,5.0,0.0,117821440.0,23461888.0,142635008.0,1475948544.0,7761651.0,511192.0
05-11 16:52:30,4.0,7.0,84.0,0.0,5.0,0.0,117821440.0,23461888.0,142635008.0,1475948544.0,8040667.0,530432.0
05-11 16:52:31,4.0,7.0,85.0,0.0,4.0,0.0,117821440.0,23461888.0,142635008.0,1475948544.0,7558574.0,498316.0
05-11 16:52:32,3.0,6.0,87.0,0.0,4.0,0.0,117854208.0,23461888.0,142635008.0,1475915776.0,7239727.0,477468.0
05-11 16:52:33,3.960,4.950,83.168,2.970,4.950,0.0,117821440.0,23470080.0,142626816.0,1475948544.0,7187076.0,474275.0
05-11 16:52:34,3.030,7.071,85.859,0.0,4.040,0.0,117813248.0,23470080.0,142635008.0,1475948544.0,7642235.0,504754.0
05-11 16:52:35,4.0,6.0,85.0,0.0,5.0,0.0,117813248.0,23470080.0,142635008.0,1475948544.0,7819826.0,515558.0
05-11 16:52:36,4.0,6.0,86.0,0.0,4.0,0.0,117813248.0,23470080.0,142635008.0,1475948544.0,7477237.0,492988.0
05-11 16:52:37,2.970,6.931,85.149,0.0,4.950,0.0,117813248.0,23470080.0,142635008.0,1475948544.0,7712004.0,506900.0
05-11 16:52:38,3.0,4.0,90.0,0.0,3.0,0.0,117813248.0,23470080.0,142635008.0,1475948544.0,5476393.0,362526.0
05-11 16:52:39,0.0,1.0,96.0,3.0,0.0,0.0,117813248.0,23478272.0,142626816.0,1475948544.0,2874.0,1586.0
05-11 16:52:40,0.0,0.0,100.0,0.0,0.0,0.0,117805056.0,23478272.0,142635008.0,1475948544.0,60.0,54.0
05-11 16:52:41,2.020,4.040,90.909,0.0,3.030,0.0,117805056.0,23478272.0,142635008.0,1475948544.0,5001171.0,332388.0
05-11 16:52:42,3.960,5.941,85.149,0.0,4.950,0.0,117837824.0,23478272.0,142635008.0,1475915776.0,7726742.0,509194.0
05-11 16:52:43,4.0,7.0,85.0,0.0,4.0,0.0,117805056.0,23478272.0,142635008.0,1475948544.0,7543581.0,497576.0
05-11 16:52:44,3.0,6.0,86.0,0.0,5.0,0.0,117805056.0,23478272.0,142635008.0,1475948544.0,7953771.0,524492.0
05-11 16:52:45,4.0,6.0,79.0,7.0,4.0,0.0,117805056.0,23486464.0,142626816.0,1475948544.0,7696380.0,507082.0
05-11 16:52:46,4.0,6.0,81.0,4.0,5.0,0.0,117792768.0,23486464.0,142639104.0,1475948544.0,7385044.0,487364.0
05-11 16:52:47,3.960,6.931,84.158,0.0,4.950,0.0,117792768.0,23486464.0,142639104.0,1475948544.0,7792646.0,512376.0
05-11 16:52:48,3.030,6.061,86.869,0.0,4.040,0.0,117792768.0,23486464.0,142639104.0,1475948544.0,7523508.0,496500.0
05-11 16:52:49,4.0,6.0,85.0,0.0,5.0,0.0,117792768.0,23486464.0,142639104.0,1475948544.0,7896129.0,521680.0
05-11 16:52:50,3.030,6.061,86.869,0.0,4.040,0.0,117792768.0,23486464.0,142639104.0,1475948544.0,7652476.0,504532.0
05-11 16:52:51,3.922,5.882,81.373,3.922,4.902,0.0,117784576.0,23494656.0,142639104.0,1475948544.0,7552656.0,496392.0
05-11 16:52:52,3.030,6.061,86.869,0.0,4.040,0.0,117784576.0,23494656.0,142639104.0,1475948544.0,7530206.0,498020.0
05-11 16:52:53,3.960,5.941,85.149,0.0,4.950,0.0,117817344.0,23494656.0,142639104.0,1475915776.0,7499775.0,494468.0
05-11 16:52:54,4.040,6.061,84.848,0.0,5.051,0.0,117817344.0,23494656.0,142639104.0,1475915776.0,7655798.0,503496.0
05-11 16:52:55,3.0,7.0,86.0,0.0,4.0,0.0,117784576.0,23494656.0,142639104.0,1475948544.0,7636707.0,504586.0
05-11 16:52:56,3.960,5.941,85.149,0.0,4.950,0.0,117784576.0,23494656.0,142639104.0,1475948544.0,7752141.0,509786.0
05-11 16:52:57,4.040,6.061,79.798,5.051,5.051,0.0,117784576.0,23502848.0,142630912.0,1475948544.0,7810888.0,516520.0
05-11 16:52:58,3.0,7.0,79.0,6.0,5.0,0.0,117776384.0,23502848.0,142639104.0,1475948544.0,7460948.0,492331.0
05-11 16:52:59,4.0,5.0,87.0,0.0,4.0,0.0,117776384.0,23502848.0,142639104.0,1475948544.0,6957802.0,458282.0
05-11 16:53:00,3.0,6.0,86.0,0.0,5.0,0.0,117776384.0,23502848.0,142639104.0,1475948544.0,7717518.0,508380.0
05-11 16:53:01,4.0,6.0,86.0,0.0,4.0,0.0,117776384.0,23502848.0,142639104.0,1475948544.0,6933395.0,457394.0
05-11 16:53:02,3.0,6.0,86.0,0.0,5.0,0.0,117809152.0,23502848.0,142639104.0,1475915776.0,7360907.0,486550.0
05-11 16:53:03,3.0,5.0,85.0,4.0,3.0,0.0,117768192.0,23511040.0,142639104.0,1475948544.0,5345756.0,353720.0
05-11 16:53:04,3.0,6.0,86.0,0.0,5.0,0.0,117768192.0,23511040.0,142639104.0,1475948544.0,7572940.0,498316.0
05-11 16:53:05,3.960,6.931,84.158,0.0,4.950,0.0,117800960.0,23511040.0,142639104.0,1475915776.0,8037636.0,529376.0
05-11 16:53:06,4.040,5.051,86.869,0.0,4.040,0.0,117768192.0,23511040.0,142639104.0,1475948544.0,7502295.0,494616.0
05-11 16:53:07,3.0,6.0,87.0,0.0,4.0,0.0,117800960.0,23511040.0,142639104.0,1475915776.0,7364102.0,485662.0
05-11 16:53:08,3.960,6.931,84.158,0.0,4.950,0.0,117768192.0,23511040.0,142639104.0,1475948544.0,7879299.0,519998.0
05-11 16:53:09,4.040,6.061,82.828,1.010,6.061,0.0,117792768.0,23519232.0,142639104.0,1475915776.0,7875932.0,520146.0
05-11 16:53:10,3.0,7.0,85.0,0.0,5.0,0.0,117760000.0,23519232.0,142639104.0,1475948544.0,8084748.0,533022.0
05-11 16:53:11,4.040,6.061,85.859,0.0,4.040,0.0,117760000.0,23519232.0,142639104.0,1475948544.0,8103810.0,532726.0
05-11 16:53:12,4.0,6.0,84.0,0.0,6.0,0.0,117792768.0,23519232.0,142639104.0,1475915776.0,8044248.0,531912.0
05-11 16:53:13,4.0,7.0,85.0,0.0,4.0,0.0,117760000.0,23519232.0,142639104.0,1475948544.0,7811973.0,513930.0
05-11 16:53:14,4.0,6.0,85.0,0.0,5.0,0.0,117760000.0,23519232.0,142639104.0,1475948544.0,7909309.0,522292.0
05-11 16:53:15,3.960,5.941,81.188,3.960,4.950,0.0,117760000.0,23527424.0,142630912.0,1475948544.0,7433488.0,490398.0
05-11 16:53:16,4.0,7.0,84.0,0.0,5.0,0.0,117751808.0,23527424.0,142639104.0,1475948544.0,8057576.0,529692.0
05-11 16:53:17,3.030,5.051,87.879,0.0,4.040,0.0,117751808.0,23527424.0,142639104.0,1475948544.0,7119163.0,470936.0
05-11 16:53:18,4.0,7.0,85.0,0.0,4.0,0.0,117784576.0,23527424.0,142639104.0,1475915776.0,7021721.0,462944.0
05-11 16:53:19,3.960,5.941,84.158,0.0,5.941,0.0,117784576.0,23527424.0,142639104.0,1475915776.0,7858933.0,518148.0
05-11 16:53:20,4.0,7.0,84.0,0.0,5.0,0.0,117751808.0,23527424.0,142639104.0,1475948544.0,7550301.0,497906.0
05-11 16:53:21,3.030,6.061,84.848,2.020,4.040,0.0,117751808.0,23535616.0,142630912.0,1475948544.0,7439377.0,490472.0
05-11 16:53:22,3.960,6.931,84.158,0.0,4.950,0.0,117739520.0,23535616.0,142643200.0,1475948544.0,7499691.0,494468.0
05-11 16:53:23,3.030,5.051,86.869,0.0,5.051,0.0,117739520.0,23535616.0,142643200.0,1475948544.0,7036229.0,465025.0
05-11 16:53:24,4.0,7.0,84.0,0.0,5.0,0.0,117739520.0,23535616.0,142643200.0,1475948544.0,7593768.0,500684.0
05-11 16:53:25,3.960,6.931,84.158,0.0,4.950,0.0,117739520.0,23535616.0,142643200.0,1475948544.0,7788031.0,513486.0
05-11 16:53:26,3.030,6.061,86.869,0.0,4.040,0.0,117739520.0,23535616.0,142643200.0,1475948544.0,7682410.0,506530.0
05-11 16:53:27,3.922,5.882,74.510,10.784,4.902,0.0,117764096.0,23543808.0,142643200.0,1475915776.0,7135182.0,468864.0
05-11 16:53:28,4.082,6.122,85.714,0.0,4.082,0.0,117731328.0,23543808.0,142643200.0,1475948544.0,7520205.0,495800.0
05-11 16:53:29,2.970,5.941,86.139,0.0,4.950,0.0,117764096.0,23543808.0,142643200.0,1475915776.0,7310650.0,482258.0
05-11 16:53:30,3.030,6.061,86.869,0.0,4.040,0.0,117731328.0,23543808.0,142643200.0,1475948544.0,7237095.0,477818.0
05-11 16:53:31,3.960,5.941,85.149,0.0,4.950,0.0,117731328.0,23543808.0,142643200.0,1475948544.0,7683951.0,507196.0
05-11 16:53:32,3.030,6.061,86.869,0.0,4.040,0.0,117731328.0,23543808.0,142643200.0,1475948544.0,7030922.0,463536.0
05-11 16:53:33,4.0,6.0,74.0,11.0,5.0,0.0,117723136.0,23552000.0,142643200.0,1475948544.0,7257412.0,478484.0
05-11 16:53:34,3.960,6.931,85.149,0.0,3.960,0.0,117723136.0,23552000.0,142643200.0,1475948544.0,7623099.0,502090.0
05-11 16:53:35,3.030,6.061,85.859,0.0,5.051,0.0,117755904.0,23552000.0,142643200.0,1475915776.0,7470570.0,492988.0
05-11 16:53:36,4.0,6.0,86.0,0.0,4.0,0.0,117723136.0,23552000.0,142643200.0,1475948544.0,7695074.0,506456.0
05-11 16:53:37,3.960,5.941,85.149,0.0,4.950,0.0,117723136.0,23552000.0,142643200.0,1475948544.0,7358501.0,486106.0
05-11 16:53:38,4.040,6.061,84.848,0.0,5.051,0.0,117723136.0,23552000.0,142643200.0,1475948544.0,7964487.0,525104.0
05-11 16:53:39,3.960,7.921,80.198,2.970,4.950,0.0,117723136.0,23560192.0,142635008.0,1475948544.0,7259843.0,477862.0
05-11 16:53:40,4.082,6.122,75.510,8.163,6.122,0.0,118362112.0,23560192.0,142647296.0,1475297280.0,7842456.0,519391.0
05-11 16:53:41,2.0,2.0,95.0,0.0,1.0,0.0,118362112.0,23560192.0,142647296.0,1475297280.0,2398368.0,160886.0
05-11 16:53:42,0.0,0.990,98.020,0.0,0.990,0.0,118362112.0,23560192.0,142647296.0,1475297280.0,398.0,442.0
05-11 16:53:43,1.0,0.0,99.0,0.0,0.0,0.0,117714944.0,23560192.0,142643200.0,1475948544.0,648.0,409.0
05-11 16:53:44,0.0,0.990,99.010,0.0,0.0,0.0,117714944.0,23560192.0,142643200.0,1475948544.0,0.0,0.0
05-11 16:53:45,0.0,0.0,97.980,2.020,0.0,0.0,117714944.0,23568384.0,142635008.0,1475948544.0,0.0,0.0
05-11 16:53:46,1.0,2.0,82.0,14.0,1.0,0.0,117706752.0,23568384.0,142643200.0,1475948544.0,2040272.0,137176.0
05-11 16:53:47,3.0,5.0,88.0,0.0,4.0,0.0,117706752.0,23568384.0,142643200.0,1475948544.0,6247420.0,411104.0
05-11 16:53:48,3.030,6.061,86.869,0.0,4.040,0.0,117706752.0,23568384.0,142643200.0,1475948544.0,6949146.0,460141.0
05-11 16:53:49,3.960,5.941,85.149,0.0,4.950,0.0,117706752.0,23568384.0,142643200.0,1475948544.0,7392141.0,486772.0
05-11 16:53:50,3.030,6.061,86.869,0.0,4.040,0.0,117706752.0,23568384.0,142643200.0,1475948544.0,7486991.0,494024.0
05-11 16:53:51,3.960,5.941,84.158,1.980,3.960,0.0,117739520.0,23572480.0,142639104.0,1475915776.0,7678069.0,506086.0
05-11 16:53:52,3.960,6.931,68.317,15.842,4.950,0.0,117698560.0,23576576.0,142643200.0,1475948544.0,7821673.0,516076.0
05-11 16:53:53,3.030,6.061,86.869,0.0,4.040,0.0,117698560.0,23576576.0,142643200.0,1475948544.0,7864737.0,518518.0
05-11 16:53:54,4.0,6.0,85.0,0.0,5.0,0.0,117698560.0,23576576.0,142643200.0,1475948544.0,7450481.0,489712.0
05-11 16:53:55,4.0,6.0,85.0,0.0,5.0,0.0,117731328.0,23576576.0,142643200.0,1475915776.0,7982241.0,526288.0
05-11 16:53:56,3.0,6.0,87.0,0.0,4.0,0.0,117698560.0,23576576.0,142643200.0,1475948544.0,7257639.0,479500.0
05-11 16:53:57,4.0,6.0,84.0,1.0,5.0,0.0,117698560.0,23584768.0,142635008.0,1475948544.0,7469441.0,492618.0
05-11 16:53:58,3.0,6.0,81.0,6.0,4.0,0.0,117690368.0,23584768.0,142643200.0,1475948544.0,6633537.0,437118.0
05-11 16:53:59,3.0,6.0,86.0,0.0,5.0,0.0,117719040.0,23584768.0,142647296.0,1475915776.0,7406669.0,487438.0
05-11 16:54:00,5.0,6.0,84.0,0.0,5.0,0.0,117686272.0,23584768.0,142647296.0,1475948544.0,8038390.0,531542.0
05-11 16:54:01,4.0,7.0,84.0,0.0,5.0,0.0,117686272.0,23584768.0,142647296.0,1475948544.0,8065362.0,531764.0
05-11 16:54:02,3.030,5.051,87.879,0.0,4.040,0.0,117686272.0,23584768.0,142647296.0,1475948544.0,6940715.0,457616.0
05-11 16:54:03,4.0,6.0,85.0,0.0,5.0,0.0,117686272.0,23592960.0,142639104.0,1475948544.0,7617959.0,502238.0
05-11 16:54:04,2.970,6.931,72.277,12.871,4.950,0.0,117678080.0,23592960.0,142647296.0,1475948544.0,7785948.0,513190.0
05-11 16:54:05,4.040,6.061,85.859,0.0,4.040,0.0,117678080.0,23592960.0,142647296.0,1475948544.0,7529248.0,496540.0
05-11 16:54:06,3.960,5.941,85.149,0.0,4.950,0.0,117678080.0,23592960.0,142647296.0,1475948544.0,7553503.0,497206.0
05-11 16:54:07,3.0,6.0,87.0,0.0,4.0,0.0,117678080.0,23592960.0,142647296.0,1475948544.0,7170934.0,472046.0
05-11 16:54:08,4.0,6.0,85.0,0.0,5.0,0.0,117678080.0,23592960.0,142647296.0,1475948544.0,7831231.0,516352.0
05-11 16:54:09,3.030,6.061,79.798,7.071,4.040,0.0,117669888.0,23601152.0,142647296.0,1475948544.0,6760155.0,447256.0
05-11 16:54:10,2.970,4.950,88.119,0.0,3.960,0.0,117669888.0,23601152.0,142647296.0,1475948544.0,5708697.0,376418.0
05-11 16:54:11,2.0,4.0,91.0,0.0,3.0,0.0,117702656.0,23601152.0,142647296.0,1475915776.0,4792800.0,315980.0
05-11 16:54:12,3.030,6.061,86.869,0.0,4.040,0.0,117702656.0,23601152.0,142647296.0,1475915776.0,7200206.0,474710.0
05-11 16:54:13,3.960,4.950,86.139,0.0,4.950,0.0,117702656.0,23601152.0,142647296.0,1475915776.0,6345664.0,417887.0
05-11 16:54:14,2.020,5.051,89.899,0.0,3.030,0.0,117702656.0,23601152.0,142647296.0,1475915776.0,5868963.0,387242.0
05-11 16:54:15,3.0,5.0,77.0,12.0,3.0,0.0,117669888.0,23609344.0,142639104.0,1475948544.0,6018292.0,398046.0
05-11 16:54:16,3.960,5.941,85.149,0.0,4.950,0.0,117661696.0,23609344.0,142647296.0,1475948544.0,7483165.0,493358.0
05-11 16:54:17,3.0,5.0,88.0,0.0,4.0,0.0,117661696.0,23609344.0,142647296.0,1475948544.0,6183197.0,407666.0
05-11 16:54:18,4.0,6.0,86.0,0.0,4.0,0.0,117661696.0,23609344.0,142647296.0,1475948544.0,7236412.0,477078.0
05-11 16:54:19,2.020,4.040,90.909,0.0,3.030,0.0,117661696.0,23609344.0,142647296.0,1475948544.0,5488371.0,361860.0
05-11 16:54:20,3.960,5.941,86.139,0.0,3.960,0.0,117661696.0,23609344.0,142647296.0,1475948544.0,6897200.0,454064.0
05-11 16:54:21,3.960,5.941,82.178,2.970,4.950,0.0,117653504.0,23617536.0,142647296.0,1475948544.0,6752474.0,445850.0
05-11 16:54:22,3.030,5.051,88.889,0.0,3.030,0.0,117653504.0,23617536.0,142647296.0,1475948544.0,6531006.0,430606.0
05-11 16:54:23,3.0,5.0,88.0,0.0,4.0,0.0,117653504.0,23617536.0,142647296.0,1475948544.0,6345873.0,418396.0
05-11 16:54:24,2.970,5.941,87.129,0.0,3.960,0.0,117653504.0,23617536.0,142647296.0,1475948544.0,6609577.0,435786.0
05-11 16:54:25,3.061,5.102,87.755,0.0,4.082,0.0,117653504.0,23617536.0,142647296.0,1475948544.0,7056409.0,464794.0
05-11 16:54:26,2.970,4.950,78.218,10.891,2.970,0.0,117686272.0,23625728.0,142639104.0,1475915776.0,5553535.0,366596.0
05-11 16:54:27,3.0,5.0,88.0,0.0,4.0,0.0,117678080.0,23625728.0,142647296.0,1475915776.0,6203833.0,408756.0
05-11 16:54:28,3.030,5.051,87.879,0.0,4.040,0.0,117678080.0,23625728.0,142647296.0,1475915776.0,6868798.0,453176.0
05-11 16:54:29,3.0,6.0,88.0,0.0,3.0,0.0,117678080.0,23625728.0,142647296.0,1475915776.0,6733169.0,443980.0
05-11 16:54:30,4.0,5.0,87.0,0.0,4.0,0.0,117678080.0,23625728.0,142647296.0,1475915776.0,7019558.0,462796.0
05-11 16:54:31,3.0,5.0,88.0,0.0,4.0,0.0,117678080.0,23625728.0,142647296.0,1475915776.0,6556965.0,432308.0
05-11 16:54:32,2.970,5.941,83.168,3.960,3.960,0.0,117669888.0,23633920.0,142647296.0,1475915776.0,6345669.0,418450.0
05-11 16:54:33,2.020,4.040,90.909,0.0,3.030,0.0,117669888.0,23633920.0,142647296.0,1475915776.0,5401464.0,357124.0
05-11 16:54:34,2.970,5.941,87.129,0.0,3.960,0.0,117637120.0,23633920.0,142647296.0,1475948544.0,6525269.0,429718.0
05-11 16:54:35,4.040,5.051,86.869,0.0,4.040,0.0,117637120.0,23633920.0,142647296.0,1475948544.0,7199817.0,474764.0
05-11 16:54:36,2.970,5.941,86.139,0.0,4.950,0.0,117633024.0,23633920.0,142651392.0,1475948544.0,7166395.0,472194.0
05-11 16:54:37,4.040,6.061,85.859,0.0,4.040,0.0,117633024.0,23633920.0,142651392.0,1475948544.0,7765917.0,513022.0
05-11 16:54:38,3.960,5.941,79.208,6.931,3.960,0.0,117760000.0,23642112.0,142643200.0,1475821568.0,6807746.0,449219.0
05-11 16:54:39,4.0,6.0,85.0,0.0,5.0,0.0,117751808.0,23642112.0,142651392.0,1475821568.0,7550995.0,497532.0
05-11 16:54:40,3.061,6.122,86.735,0.0,4.082,0.0,117751808.0,23642112.0,142651392.0,1475821568.0,7223723.0,477440.0
05-11 16:54:41,2.970,5.941,87.129,0.0,3.960,0.0,117784576.0,23642112.0,142651392.0,1475788800.0,6650325.0,437858.0
05-11 16:54:42,3.960,5.941,86.139,0.0,3.960,0.0,117784576.0,23642112.0,142651392.0,1475788800.0,7258857.0,479204.0
05-11 16:54:43,3.030,6.061,85.859,0.0,5.051,0.0,117784576.0,23642112.0,142651392.0,1475788800.0,7305622.0,481666.0
05-11 16:54:44,3.030,5.051,81.818,6.061,4.040,0.0,117776384.0,23650304.0,142651392.0,1475788800.0,6735351.0,444074.0
05-11 16:54:45,3.960,5.941,86.139,0.0,3.960,0.0,117776384.0,23650304.0,142651392.0,1475788800.0,6830814.0,450364.0
05-11 16:54:46,1.0,2.0,95.0,0.0,2.0,0.0,117743616.0,23650304.0,142651392.0,1475821568.0,2804759.0,187834.0
05-11 16:54:47,4.0,7.0,84.0,0.0,5.0,0.0,117743616.0,23650304.0,142651392.0,1475821568.0,8990831.0,592276.0
05-11 16:54:48,4.040,6.061,84.848,0.0,5.051,0.0,117776384.0,23650304.0,142651392.0,1475788800.0,8844514.0,584822.0
05-11 16:54:49,3.960,5.941,86.139,0.0,3.960,0.0,117776384.0,23650304.0,142651392.0,1475788800.0,7332635.0,483590.0
05-11 16:54:50,3.0,7.0,75.0,10.0,5.0,0.0,117776384.0,23658496.0,142643200.0,1475788800.0,7954915.0,524512.0
05-11 16:54:51,3.0,5.0,89.0,0.0,3.0,0.0,117735424.0,23658496.0,142651392.0,1475821568.0,6047000.0,400044.0
05-11 16:54:52,4.0,6.0,85.0,0.0,5.0,0.0,117735424.0,23658496.0,142651392.0,1475821568.0,8186489.0,539958.0
05-11 16:54:53,3.960,6.931,84.158,0.0,4.950,0.0,117735424.0,23658496.0,142651392.0,1475821568.0,8213358.0,539682.0
05-11 16:54:54,3.030,5.051,88.889,0.0,3.030,0.0,117735424.0,23658496.0,142651392.0,1475821568.0,5597238.0,370202.0
05-11 16:54:55,3.960,6.931,84.158,0.0,4.950,0.0,117735424.0,23658496.0,142651392.0,1475821568.0,7871217.0,520294.0
05-11 16:54:56,4.040,6.061,83.838,2.020,4.040,0.0,117727232.0,23666688.0,142651392.0,1475821568.0,7717802.0,508972.0
05-11 16:54:57,3.0,6.0,86.0,0.0,5.0,0.0,117727232.0,23666688.0,142651392.0,1475821568.0,7208881.0,475006.0
05-11 16:54:58,4.040,6.061,84.848,0.0,5.051,0.0,117727232.0,23666688.0,142651392.0,1475821568.0,7882731.0,520072.0
05-11 16:54:59,4.0,6.0,86.0,0.0,4.0,0.0,117792768.0,23666688.0,142651392.0,1475756032.0,7631046.0,501276.0
05-11 16:55:00,3.960,5.941,85.149,0.0,4.950,0.0,117760000.0,23666688.0,142651392.0,1475788800.0,7478768.0,494912.0
05-11 16:55:01,4.0,7.0,84.0,0.0,5.0,0.0,117760000.0,23666688.0,142651392.0,1475788800.0,8004758.0,526288.0
05-11 16:55:02,4.040,6.061,83.838,2.020,4.040,0.0,117751808.0,23674880.0,142651392.0,1475788800.0,7535874.0,498370.0
05-11 16:55:03,3.0,6.0,86.0,0.0,5.0,0.0,117751808.0,23674880.0,142651392.0,1475788800.0,7890272.0,519184.0
05-11 16:55:04,4.0,6.0,86.0,0.0,4.0,0.0,117719040.0,23674880.0,142651392.0,1475821568.0,7410145.0,489593.0
05-11 16:55:05,3.960,6.931,84.158,0.0,4.950,0.0,117719040.0,23674880.0,142651392.0,1475821568.0,8109501.0,535760.0
05-11 16:55:06,3.0,7.0,85.0,0.0,5.0,0.0,117751808.0,23674880.0,142651392.0,1475788800.0,8080087.0,532726.0
05-11 16:55:07,4.0,6.0,86.0,0.0,4.0,0.0,117751808.0,23674880.0,142651392.0,1475788800.0,7806237.0,514670.0
05-11 16:55:08,4.0,6.0,81.0,5.0,4.0,0.0,117743616.0,23683072.0,142651392.0,1475788800.0,8000597.0,527472.0
05-11 16:55:09,3.030,6.061,86.869,0.0,4.040,0.0,117743616.0,23683072.0,142651392.0,1475788800.0,7210077.0,475376.0
05-11 16:55:10,3.922,6.863,84.314,0.0,4.902,0.0,117710848.0,23683072.0,142651392.0,1475821568.0,7519870.0,495356.0
05-11 16:55:11,3.030,6.061,86.869,0.0,4.040,0.0,117710848.0,23683072.0,142651392.0,1475821568.0,7388979.0,487586.0
05-11 16:55:12,3.0,6.0,87.0,0.0,4.0,0.0,117706752.0,23683072.0,142655488.0,1475821568.0,6966882.0,457468.0
05-11 16:55:13,3.960,5.941,85.149,0.0,4.950,0.0,117739520.0,23683072.0,142655488.0,1475788800.0,7434716.0,491138.0
05-11 16:55:14,4.0,6.0,81.0,5.0,4.0,0.0,117706752.0,23691264.0,142647296.0,1475821568.0,7632699.0,504142.0
05-11 16:55:15,3.030,6.061,85.859,0.0,5.051,0.0,117698560.0,23691264.0,142655488.0,1475821568.0,8154171.0,537610.0
05-11 16:55:16,4.040,7.071,83.838,0.0,5.051,0.0,117698560.0,23691264.0,142655488.0,1475821568.0,8354217.0,550782.0
05-11 16:55:17,3.960,6.931,84.158,0.0,4.950,0.0,117731328.0,23691264.0,142655488.0,1475788800.0,8117240.0,535168.0
05-11 16:55:18,4.0,6.0,85.0,0.0,5.0,0.0,117731328.0,23691264.0,142655488.0,1475788800.0,7436068.0,490176.0
05-11 16:55:19,3.030,6.061,85.859,0.0,5.051,0.0,117698560.0,23691264.0,142655488.0,1475821568.0,7929789.0,522884.0
05-11 16:55:20,6.863,9.804,65.686,9.804,7.843,0.0,117731328.0,23699456.0,142647296.0,1475788800.0,7525676.0,496022.0
05-11 16:55:21,4.040,6.061,84.848,0.0,5.051,0.0,117690368.0,23699456.0,142655488.0,1475821568.0,7539181.0,495356.0
05-11 16:55:22,3.0,6.0,87.0,0.0,4.0,0.0,117690368.0,23699456.0,142655488.0,1475821568.0,7378758.0,488030.0
