"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report.csv",,,,"Date:","05 Nov 2017 14:42:46 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 15:05:31,15.842,27.723,0.990,0.0,55.446,0.0,120184832.0,15413248.0,141176832.0,1483091968.0,28460385.0,1876418.0
05-11 15:05:32,16.0,24.0,1.0,0.0,59.0,0.0,120209408.0,15413248.0,141185024.0,1483059200.0,27944663.0,1842452.0
05-11 15:05:33,14.141,25.253,0.0,0.0,60.606,0.0,120561664.0,15413248.0,141185024.0,1482706944.0,28250051.0,1862432.0
05-11 15:05:34,16.0,23.0,1.0,0.0,60.0,0.0,120340480.0,15413248.0,141185024.0,1482928128.0,28297460.0,1873606.0
05-11 15:05:35,16.162,25.253,0.0,0.0,58.586,0.0,120520704.0,15413248.0,141185024.0,1482747904.0,28478404.0,1869684.0
05-11 15:05:36,17.822,23.762,0.990,0.0,57.426,0.0,120160256.0,15413248.0,141185024.0,1483108352.0,29216455.0,1926368.0
05-11 15:05:37,16.0,24.0,0.0,0.0,60.0,0.0,120520704.0,15413248.0,141185024.0,1482747904.0,28714186.0,1893068.0
05-11 15:05:38,17.0,25.0,0.0,0.0,58.0,0.0,120356864.0,15421440.0,141176832.0,1482911744.0,29077769.0,1917192.0
05-11 15:05:39,18.0,27.0,0.0,0.0,55.0,0.0,120446976.0,15421440.0,141185024.0,1482813440.0,28186085.0,1861766.0
05-11 15:05:40,16.162,25.253,0.0,0.0,58.586,0.0,120610816.0,15421440.0,141185024.0,1482649600.0,28962327.0,1906018.0
05-11 15:05:41,17.647,25.490,0.980,0.0,55.882,0.0,120217600.0,15421440.0,141185024.0,1483042816.0,29299986.0,1931770.0
05-11 15:05:42,15.152,26.263,0.0,0.0,58.586,0.0,120381440.0,15421440.0,141185024.0,1482878976.0,28019899.0,1850666.0
05-11 15:05:43,14.0,26.0,1.0,0.0,59.0,0.0,120152064.0,15421440.0,141185024.0,1483108352.0,28783088.0,1894326.0
05-11 15:05:44,17.0,22.0,0.0,0.0,61.0,0.0,120283136.0,15421440.0,141185024.0,1482977280.0,28374334.0,1870794.0
05-11 15:05:45,16.0,26.0,0.0,0.0,58.0,0.0,120184832.0,15421440.0,141185024.0,1483075584.0,29303367.0,1931918.0
05-11 15:05:46,14.851,24.752,0.990,0.0,59.406,0.0,120176640.0,15429632.0,141185024.0,1483075584.0,28697207.0,1892032.0
05-11 15:05:47,16.162,24.242,0.0,0.0,59.596,0.0,120209408.0,15429632.0,141185024.0,1483042816.0,28498905.0,1879008.0
05-11 15:05:48,15.0,26.0,0.0,0.0,59.0,0.0,120209408.0,15429632.0,141185024.0,1483042816.0,28503212.0,1879082.0
05-11 15:05:49,15.0,27.0,1.0,0.0,57.0,0.0,120537088.0,15429632.0,141185024.0,1482715136.0,28592201.0,1885150.0
05-11 15:05:50,16.832,25.743,0.0,0.0,57.426,0.0,120668160.0,15429632.0,141185024.0,1482584064.0,29253834.0,1928810.0
05-11 15:05:51,17.347,24.490,0.0,0.0,58.163,0.0,120868864.0,15429632.0,141185024.0,1482383360.0,27764133.0,1832393.0
05-11 15:05:52,15.686,25.490,0.0,0.0,58.824,0.0,120897536.0,15437824.0,141180928.0,1482350592.0,28667821.0,1892133.0
05-11 15:05:53,18.182,24.242,1.010,0.0,56.566,0.0,121020416.0,15437824.0,141189120.0,1482219520.0,28380369.0,1875484.0
05-11 15:05:54,15.0,24.0,1.0,0.0,60.0,0.0,121798656.0,15437824.0,141189120.0,1481441280.0,27951890.0,1839221.0
05-11 15:05:55,17.172,26.263,0.0,0.0,56.566,0.0,120250368.0,15437824.0,141185024.0,1482993664.0,28280506.0,1869602.0
05-11 15:05:56,17.0,25.0,0.0,0.0,58.0,0.0,120479744.0,15437824.0,141185024.0,1482764288.0,28728963.0,1889072.0
05-11 15:05:57,15.842,24.752,0.990,0.0,58.416,0.0,120119296.0,15437824.0,141185024.0,1483124736.0,28224595.0,1862654.0
05-11 15:05:58,15.0,24.0,0.0,0.0,61.0,0.0,120213504.0,15437824.0,141189120.0,1483026432.0,28021403.0,1845782.0
05-11 15:05:59,14.141,25.253,1.010,0.0,59.596,0.0,120147968.0,15446016.0,141180928.0,1483091968.0,28589895.0,1884928.0
05-11 15:06:00,15.842,25.743,0.0,0.0,58.416,0.0,120180736.0,15446016.0,141189120.0,1483051008.0,28688985.0,1891440.0
05-11 15:06:01,15.0,25.0,2.0,0.0,58.0,0.0,120565760.0,15446016.0,141189120.0,1482665984.0,28379295.0,1870942.0
05-11 15:06:02,15.152,24.242,0.0,0.0,60.606,0.0,120467456.0,15446016.0,141189120.0,1482764288.0,28535937.0,1889960.0
05-11 15:06:03,15.0,26.0,1.0,0.0,58.0,0.0,120270848.0,15446016.0,141189120.0,1482960896.0,28722503.0,1888184.0
05-11 15:06:04,15.0,24.0,0.0,0.0,61.0,0.0,120139776.0,15446016.0,141189120.0,1483091968.0,28369855.0,1870572.0
05-11 15:06:05,15.0,26.0,0.0,0.0,59.0,0.0,120098816.0,15446016.0,141189120.0,1483132928.0,29133078.0,1917636.0
05-11 15:06:06,14.851,27.723,0.990,0.0,56.436,0.0,120295424.0,15454208.0,141180928.0,1482936320.0,28761461.0,1902520.0
05-11 15:06:07,18.182,26.263,0.0,0.0,55.556,0.0,120303616.0,15454208.0,141189120.0,1482919936.0,28755543.0,1893364.0
05-11 15:06:08,15.842,23.762,0.0,0.0,60.396,0.0,120451072.0,15454208.0,141189120.0,1482772480.0,28306028.0,1862432.0
05-11 15:06:09,17.0,25.0,0.0,0.0,58.0,0.0,120360960.0,15454208.0,141189120.0,1482862592.0,28571168.0,1887814.0
05-11 15:06:10,16.162,24.242,2.020,0.0,57.576,0.0,120188928.0,15454208.0,141189120.0,1483034624.0,28258371.0,1860064.0
05-11 15:06:11,19.802,25.743,2.970,0.0,51.485,0.0,121192448.0,15454208.0,141189120.0,1482031104.0,27083624.0,1794276.0
05-11 15:06:12,16.0,25.0,0.0,0.0,59.0,0.0,122044416.0,15454208.0,141189120.0,1481179136.0,28101103.0,1858766.0
05-11 15:06:13,14.141,26.263,0.0,0.0,59.596,0.0,121880576.0,15462400.0,141189120.0,1481334784.0,27810986.0,1833572.0
05-11 15:06:14,14.851,25.743,0.990,0.0,58.416,0.0,121708544.0,15462400.0,141189120.0,1481506816.0,28764977.0,1927512.0
05-11 15:06:15,16.162,26.263,0.0,0.0,57.576,0.0,121970688.0,15462400.0,141189120.0,1481244672.0,28531716.0,1872106.0
05-11 15:06:16,14.851,23.762,0.0,0.0,61.386,0.0,121774080.0,15462400.0,141189120.0,1481441280.0,28577312.0,1890256.0
05-11 15:06:17,16.162,27.273,1.010,0.0,55.556,0.0,121708544.0,15462400.0,141189120.0,1481506816.0,28188954.0,1861923.0
05-11 15:06:18,18.182,26.263,0.0,0.0,55.556,0.0,121610240.0,15462400.0,141189120.0,1481605120.0,27761552.0,1828762.0
05-11 15:06:19,17.647,25.490,0.0,0.0,56.863,0.0,122003456.0,15470592.0,141180928.0,1481211904.0,28645633.0,1881820.0
05-11 15:06:20,19.192,30.303,0.0,0.0,50.505,0.0,121536512.0,15470592.0,141189120.0,1481670656.0,27191109.0,1792798.0
05-11 15:06:21,17.0,25.0,1.0,0.0,57.0,0.0,122028032.0,15470592.0,141189120.0,1481179136.0,28260778.0,1863320.0
05-11 15:06:22,16.0,25.0,1.0,0.0,58.0,0.0,121765888.0,15470592.0,141189120.0,1481441280.0,28719141.0,1901800.0
05-11 15:06:23,17.0,25.0,0.0,0.0,58.0,0.0,121503744.0,15470592.0,141189120.0,1481703424.0,28215272.0,1853774.0
05-11 15:06:24,14.851,26.733,0.0,0.0,58.416,0.0,121569280.0,15470592.0,141189120.0,1481637888.0,28401551.0,1870794.0
05-11 15:06:25,17.0,24.0,1.0,0.0,58.0,0.0,121864192.0,15470592.0,141189120.0,1481342976.0,28485793.0,1878120.0
05-11 15:06:26,15.0,25.0,0.0,0.0,60.0,0.0,121528320.0,15478784.0,141189120.0,1481670656.0,28781251.0,1897656.0
05-11 15:06:27,15.152,24.242,0.0,0.0,60.606,0.0,121495552.0,15478784.0,141189120.0,1481703424.0,28021756.0,1847484.0
05-11 15:06:28,19.0,24.0,1.0,0.0,56.0,0.0,121561088.0,15478784.0,141189120.0,1481637888.0,28670810.0,1890330.0
05-11 15:06:29,17.0,25.0,0.0,0.0,58.0,0.0,121495552.0,15478784.0,141189120.0,1481703424.0,28124815.0,1859620.0
05-11 15:06:30,14.0,27.0,0.0,0.0,59.0,0.0,121626624.0,15478784.0,141189120.0,1481572352.0,28375052.0,1868574.0
05-11 15:06:31,16.162,24.242,0.0,0.0,59.596,0.0,121823232.0,15478784.0,141189120.0,1481375744.0,28346513.0,1865762.0
05-11 15:06:32,15.842,26.733,0.0,0.0,57.426,0.0,121720832.0,15478784.0,141189120.0,1481478144.0,28107480.0,1853108.0
05-11 15:06:33,14.851,25.743,0.990,0.0,58.416,0.0,121675776.0,15486976.0,141193216.0,1481510912.0,28408551.0,1873088.0
05-11 15:06:34,14.141,26.263,0.0,0.0,59.596,0.0,121741312.0,15486976.0,141193216.0,1481445376.0,28318065.0,1870646.0
05-11 15:06:35,17.0,23.0,0.0,0.0,60.0,0.0,121544704.0,15486976.0,141193216.0,1481641984.0,28551838.0,1878860.0
05-11 15:06:36,15.152,25.253,0.0,0.0,59.596,0.0,121708544.0,15486976.0,141193216.0,1481478144.0,28753241.0,1895658.0
05-11 15:06:37,15.686,26.471,0.980,0.0,56.863,0.0,121872384.0,15486976.0,141193216.0,1481314304.0,28848088.0,1902076.0
05-11 15:06:38,14.141,27.273,0.0,0.0,58.586,0.0,121708544.0,15486976.0,141193216.0,1481478144.0,28503393.0,1879230.0
05-11 15:06:39,14.141,24.242,0.0,0.0,61.616,0.0,121839616.0,15495168.0,141185024.0,1481347072.0,27961251.0,1843488.0
05-11 15:06:40,15.842,25.743,0.990,0.0,57.426,0.0,122949632.0,15495168.0,141193216.0,1480228864.0,28384310.0,1871586.0
05-11 15:06:41,17.0,25.0,1.0,0.0,57.0,0.0,122687488.0,15495168.0,141193216.0,1480491008.0,28605686.0,1889294.0
05-11 15:06:42,15.152,26.263,0.0,0.0,58.586,0.0,122884096.0,15495168.0,141193216.0,1480294400.0,28453337.0,1872979.0
05-11 15:06:43,16.832,25.743,0.990,0.0,56.436,0.0,122687488.0,15495168.0,141193216.0,1480491008.0,27776677.0,1836946.0
05-11 15:06:44,15.0,23.0,0.0,0.0,62.0,0.0,122851328.0,15495168.0,141193216.0,1480327168.0,28865227.0,1898174.0
05-11 15:06:45,17.0,25.0,0.0,0.0,58.0,0.0,122621952.0,15495168.0,141193216.0,1480556544.0,28770353.0,1896842.0
05-11 15:06:46,15.152,25.253,0.0,0.0,59.596,0.0,122916864.0,15503360.0,141185024.0,1480261632.0,28539207.0,1881598.0
05-11 15:06:47,15.534,24.272,0.971,0.0,59.223,0.0,122548224.0,15503360.0,141193216.0,1480622080.0,29153946.0,1922076.0
05-11 15:06:48,15.625,25.0,0.0,0.0,59.375,0.0,122941440.0,15503360.0,141193216.0,1480228864.0,28014478.0,1847040.0
05-11 15:06:49,17.476,24.272,0.971,0.0,57.282,0.0,122777600.0,15503360.0,141193216.0,1480392704.0,28595874.0,1898248.0
05-11 15:06:50,15.306,25.510,0.0,0.0,59.184,0.0,122810368.0,15503360.0,141193216.0,1480359936.0,28265814.0,1861100.0
05-11 15:06:51,15.842,24.752,0.990,0.0,58.416,0.0,122482688.0,15503360.0,141193216.0,1480687616.0,28405661.0,1862432.0
05-11 15:06:52,15.686,24.510,0.980,0.0,58.824,0.0,122580992.0,15503360.0,141193216.0,1480589312.0,29365584.0,1936062.0
05-11 15:06:53,15.464,26.804,0.0,0.0,57.732,0.0,122875904.0,15511552.0,141185024.0,1480294400.0,27450308.0,1809818.0
05-11 15:06:54,15.0,26.0,0.0,0.0,59.0,0.0,122703872.0,15511552.0,141193216.0,1480458240.0,28915920.0,1906388.0
05-11 15:06:55,17.647,25.490,0.980,0.0,55.882,0.0,122507264.0,15511552.0,141193216.0,1480654848.0,28533458.0,1881228.0
05-11 15:06:56,17.347,23.469,0.0,0.0,59.184,0.0,122736640.0,15511552.0,141193216.0,1480425472.0,28595020.0,1898154.0
05-11 15:06:57,16.667,26.471,0.980,0.0,55.882,0.0,122572800.0,15511552.0,141193216.0,1480589312.0,28462463.0,1863838.0
05-11 15:06:58,15.152,25.253,0.0,0.0,59.596,0.0,122605568.0,15511552.0,141193216.0,1480556544.0,28696489.0,1891884.0
05-11 15:06:59,15.0,24.0,0.0,0.0,61.0,0.0,122802176.0,15511552.0,141193216.0,1480359936.0,28802725.0,1899160.0
05-11 15:07:00,17.822,21.782,0.0,0.0,60.396,0.0,122605568.0,15511552.0,141193216.0,1480556544.0,28405813.0,1872866.0
05-11 15:07:01,14.286,25.510,1.020,0.0,59.184,0.0,122925056.0,15519744.0,141193216.0,1480228864.0,28228813.0,1861026.0
05-11 15:07:02,16.832,24.752,0.0,0.0,58.416,0.0,122531840.0,15519744.0,141193216.0,1480622080.0,28292676.0,1865392.0
05-11 15:07:03,14.851,23.762,0.990,0.0,60.396,0.0,122564608.0,15519744.0,141193216.0,1480589312.0,28301535.0,1865910.0
05-11 15:07:04,15.152,25.253,0.0,0.0,59.596,0.0,122531840.0,15519744.0,141193216.0,1480622080.0,28258251.0,1863098.0
05-11 15:07:05,15.152,25.253,0.0,0.0,59.596,0.0,123084800.0,15519744.0,141193216.0,1480069120.0,28564332.0,1883226.0
05-11 15:07:06,15.0,25.0,0.0,0.0,60.0,0.0,122626048.0,15519744.0,141193216.0,1480527872.0,28887918.0,1904612.0
05-11 15:07:07,16.0,25.0,1.0,0.0,58.0,0.0,122822656.0,15527936.0,141185024.0,1480331264.0,28538319.0,1887222.0
05-11 15:07:08,15.0,25.0,0.0,0.0,60.0,0.0,122646528.0,15527936.0,141197312.0,1480495104.0,27846508.0,1834913.0
05-11 15:07:09,16.832,23.762,0.990,0.0,58.416,0.0,122646528.0,15527936.0,141197312.0,1480495104.0,28576974.0,1880562.0
05-11 15:07:10,14.141,28.283,0.0,0.0,57.576,0.0,122679296.0,15527936.0,141197312.0,1480462336.0,28208117.0,1859768.0
05-11 15:07:11,15.0,24.0,6.0,0.0,55.0,0.0,122613760.0,15527936.0,141197312.0,1480527872.0,26472906.0,1757796.0
05-11 15:07:12,0.0,1.0,99.0,0.0,0.0,0.0,122056704.0,15527936.0,141197312.0,1481084928.0,29884.0,13186.0
05-11 15:07:13,13.861,22.772,13.861,0.0,49.505,0.0,122327040.0,15527936.0,141197312.0,1480814592.0,25716701.0,1706306.0
05-11 15:07:14,16.162,27.273,0.0,0.0,56.566,0.0,122482688.0,15536128.0,141197312.0,1480650752.0,28942354.0,1912678.0
05-11 15:07:15,16.0,26.0,0.0,0.0,58.0,0.0,122351616.0,15536128.0,141197312.0,1480781824.0,28573327.0,1877824.0
05-11 15:07:16,17.0,25.0,1.0,0.0,57.0,0.0,122580992.0,15536128.0,141197312.0,1480552448.0,28988218.0,1913418.0
05-11 15:07:17,15.152,25.253,0.0,0.0,59.596,0.0,122744832.0,15536128.0,141197312.0,1480388608.0,28839702.0,1897582.0
05-11 15:07:18,15.686,26.471,0.980,0.0,56.863,0.0,122351616.0,15536128.0,141197312.0,1480781824.0,28668913.0,1890256.0
05-11 15:07:19,19.192,24.242,0.0,0.0,56.566,0.0,122810368.0,15536128.0,141197312.0,1480323072.0,28239782.0,1861840.0
05-11 15:07:20,15.842,27.723,0.0,0.0,56.436,0.0,122417152.0,15536128.0,141197312.0,1480716288.0,27098354.0,1786656.0
05-11 15:07:21,15.0,25.0,1.0,0.0,59.0,0.0,122376192.0,15544320.0,141197312.0,1480749056.0,28113149.0,1853700.0
05-11 15:07:22,16.0,25.0,1.0,0.0,58.0,0.0,122572800.0,15544320.0,141197312.0,1480552448.0,28786343.0,1904074.0
05-11 15:07:23,16.0,24.0,0.0,0.0,60.0,0.0,122769408.0,15544320.0,141197312.0,1480355840.0,28129292.0,1848520.0
05-11 15:07:24,16.0,24.0,1.0,0.0,59.0,0.0,122441728.0,15544320.0,141197312.0,1480683520.0,28026091.0,1847780.0
05-11 15:07:25,15.152,24.242,0.0,0.0,60.606,0.0,122408960.0,15544320.0,141197312.0,1480716288.0,28687123.0,1891420.0
05-11 15:07:26,15.0,24.0,1.0,0.0,60.0,0.0,122376192.0,15544320.0,141197312.0,1480749056.0,28522798.0,1880636.0
05-11 15:07:27,16.0,26.0,0.0,0.0,58.0,0.0,122441728.0,15552512.0,141189120.0,1480683520.0,28623499.0,1893142.0
05-11 15:07:28,13.861,26.733,0.0,0.0,59.406,0.0,122335232.0,15552512.0,141197312.0,1480781824.0,28295149.0,1859620.0
05-11 15:07:29,16.327,24.490,0.0,0.0,59.184,0.0,122531840.0,15552512.0,141197312.0,1480585216.0,28158380.0,1861470.0
05-11 15:07:30,16.667,23.529,0.980,0.0,58.824,0.0,122466304.0,15552512.0,141197312.0,1480650752.0,28305982.0,1865984.0
05-11 15:07:31,17.347,24.490,0.0,0.0,58.163,0.0,122302464.0,15552512.0,141197312.0,1480814592.0,28519864.0,1875604.0
05-11 15:07:32,15.842,25.743,0.0,0.0,58.416,0.0,122728448.0,15552512.0,141197312.0,1480388608.0,28903172.0,1905500.0
05-11 15:07:33,18.0,26.0,1.0,0.0,55.0,0.0,122400768.0,15552512.0,141197312.0,1480716288.0,27858279.0,1837799.0
05-11 15:07:34,15.0,25.0,0.0,0.0,60.0,0.0,122662912.0,15560704.0,141189120.0,1480454144.0,28286381.0,1864948.0
05-11 15:07:35,15.842,22.772,0.990,0.0,60.396,0.0,122490880.0,15560704.0,141197312.0,1480617984.0,28694432.0,1894104.0
05-11 15:07:36,15.152,25.253,0.0,0.0,59.596,0.0,122753024.0,15560704.0,141197312.0,1480355840.0,28755489.0,1893714.0
05-11 15:07:37,15.0,25.0,0.0,0.0,60.0,0.0,122294272.0,15560704.0,141197312.0,1480814592.0,29016461.0,1913184.0
05-11 15:07:38,15.0,26.0,0.0,0.0,59.0,0.0,122589184.0,15560704.0,141197312.0,1480519680.0,29077520.0,1917098.0
05-11 15:07:39,15.0,24.0,1.0,0.0,60.0,0.0,122720256.0,15560704.0,141197312.0,1480388608.0,27781192.0,1831648.0
05-11 15:07:40,15.842,24.752,0.0,0.0,59.406,0.0,122327040.0,15560704.0,141197312.0,1480781824.0,28655900.0,1889368.0
05-11 15:07:41,13.861,24.752,0.990,0.0,60.396,0.0,122327040.0,15568896.0,141189120.0,1480781824.0,28792633.0,1898174.0
05-11 15:07:42,16.327,23.469,0.0,0.0,60.204,0.0,122687488.0,15568896.0,141189120.0,1480421376.0,28229103.0,1861174.0
05-11 15:07:43,16.0,26.0,0.0,0.0,58.0,0.0,122707968.0,15568896.0,141201408.0,1480388608.0,28422767.0,1873902.0
05-11 15:07:44,17.0,24.0,0.0,0.0,59.0,0.0,122806272.0,15568896.0,141201408.0,1480290304.0,28548947.0,1882264.0
05-11 15:07:45,14.851,23.762,0.990,0.0,60.396,0.0,122806272.0,15568896.0,141201408.0,1480290304.0,28984441.0,1910976.0
05-11 15:07:46,16.162,25.253,0.0,0.0,58.586,0.0,122413056.0,15568896.0,141201408.0,1480683520.0,28657593.0,1889442.0
05-11 15:07:47,16.832,24.752,0.990,0.0,57.426,0.0,122773504.0,15568896.0,141201408.0,1480323072.0,28677998.0,1890626.0
05-11 15:07:48,18.0,24.0,0.0,0.0,58.0,0.0,122576896.0,15568896.0,141201408.0,1480519680.0,28708765.0,1901356.0
05-11 15:07:49,15.152,24.242,0.0,0.0,60.606,0.0,122372096.0,15577088.0,141201408.0,1480716288.0,28670340.0,1881746.0
05-11 15:07:50,15.0,27.0,0.0,0.0,58.0,0.0,122404864.0,15577088.0,141201408.0,1480683520.0,28727289.0,1898470.0
05-11 15:07:51,16.162,24.242,1.010,0.0,58.586,0.0,122437632.0,15577088.0,141201408.0,1480650752.0,28370284.0,1866058.0
05-11 15:07:52,16.0,25.0,1.0,0.0,58.0,0.0,122535936.0,15577088.0,141201408.0,1480552448.0,28470426.0,1878914.0
05-11 15:07:53,16.832,22.772,0.990,0.0,59.406,0.0,122765312.0,15577088.0,141201408.0,1480323072.0,28338251.0,1866502.0
05-11 15:07:54,17.0,25.0,0.0,0.0,58.0,0.0,122601472.0,15577088.0,141201408.0,1480486912.0,27914535.0,1850276.0
05-11 15:07:55,16.832,23.762,0.0,0.990,58.416,0.0,122368000.0,15585280.0,141197312.0,1480716288.0,28503124.0,1869462.0
05-11 15:07:56,17.172,23.232,0.0,0.0,59.596,0.0,122298368.0,15585280.0,141201408.0,1480781824.0,28731842.0,1894326.0
05-11 15:07:57,15.842,24.752,0.990,0.0,58.416,0.0,122265600.0,15585280.0,141201408.0,1480814592.0,28003733.0,1846300.0
05-11 15:07:58,14.286,27.551,0.0,0.0,58.163,0.0,122789888.0,15585280.0,141201408.0,1480290304.0,27850797.0,1837207.0
05-11 15:07:59,14.706,25.490,0.980,0.0,58.824,0.0,122593280.0,15585280.0,141201408.0,1480486912.0,28681976.0,1890996.0
05-11 15:08:00,19.0,25.0,0.0,0.0,56.0,0.0,122494976.0,15585280.0,141201408.0,1480585216.0,28055051.0,1853458.0
05-11 15:08:01,15.0,26.0,0.0,0.0,59.0,0.0,122658816.0,15593472.0,141193216.0,1480421376.0,28963866.0,1905850.0
05-11 15:08:02,16.0,25.0,1.0,0.0,58.0,0.0,122617856.0,15593472.0,141201408.0,1480454144.0,28871118.0,1903576.0
05-11 15:08:03,15.0,25.0,0.0,0.0,60.0,0.0,122388480.0,15593472.0,141201408.0,1480683520.0,27878506.0,1838012.0
05-11 15:08:04,15.842,23.762,0.0,0.0,60.396,0.0,122290176.0,15593472.0,141201408.0,1480781824.0,28892006.0,1904834.0
05-11 15:08:05,14.286,25.510,1.020,0.0,59.184,0.0,122290176.0,15593472.0,141201408.0,1480781824.0,28785879.0,1897878.0
05-11 15:08:06,16.0,24.0,0.0,0.0,60.0,0.0,122585088.0,15593472.0,141201408.0,1480486912.0,27806350.0,1840952.0
05-11 15:08:07,16.0,27.0,0.0,0.0,57.0,0.0,122552320.0,15593472.0,141201408.0,1480519680.0,28437042.0,1874642.0
05-11 15:08:08,17.0,23.0,0.0,0.0,60.0,0.0,122290176.0,15601664.0,141193216.0,1480781824.0,28482765.0,1870498.0
05-11 15:08:09,17.0,23.0,0.0,0.0,60.0,0.0,122347520.0,15601664.0,141201408.0,1480716288.0,27930504.0,1841564.0
05-11 15:08:10,16.0,26.0,0.0,0.0,58.0,0.0,122413056.0,15601664.0,141201408.0,1480650752.0,28421939.0,1883522.0
05-11 15:08:11,14.141,23.232,1.010,0.0,61.616,0.0,122478592.0,15601664.0,141201408.0,1480585216.0,28726040.0,1891958.0
05-11 15:08:12,15.842,26.733,0.990,0.0,56.436,0.0,122675200.0,15601664.0,141201408.0,1480388608.0,28302928.0,1858288.0
05-11 15:08:13,4.040,5.051,82.828,0.0,8.081,0.0,121970688.0,15601664.0,141201408.0,1481093120.0,4556810.0,322506.0
05-11 15:08:14,0.0,0.990,99.010,0.0,0.0,0.0,121921536.0,15601664.0,141201408.0,1481142272.0,0.0,0.0
05-11 15:08:15,6.122,9.184,62.245,7.143,15.306,0.0,122249216.0,15609856.0,141201408.0,1480806400.0,8340501.0,556830.0
05-11 15:08:16,15.686,28.431,3.922,0.0,51.961,0.0,122372096.0,15609856.0,141201408.0,1480683520.0,28446143.0,1878998.0
05-11 15:08:17,14.141,27.273,0.0,0.0,58.586,0.0,122699776.0,15609856.0,141201408.0,1480355840.0,28209893.0,1859896.0
05-11 15:08:18,15.842,27.723,0.0,0.0,56.436,0.0,122372096.0,15609856.0,141201408.0,1480683520.0,28957029.0,1909200.0
05-11 15:08:19,14.0,27.0,1.0,0.0,58.0,0.0,122400768.0,15609856.0,141205504.0,1480650752.0,29327243.0,1933600.0
05-11 15:08:20,16.162,26.263,0.0,0.0,57.576,0.0,122662912.0,15609856.0,141205504.0,1480388608.0,27934729.0,1841638.0
05-11 15:08:21,17.822,27.723,0.990,0.0,53.465,0.0,122851328.0,15618048.0,141205504.0,1480192000.0,28956572.0,1909200.0
05-11 15:08:22,15.152,28.283,0.0,0.0,56.566,0.0,122556416.0,15618048.0,141205504.0,1480486912.0,29373140.0,1936654.0
05-11 15:08:23,16.832,25.743,0.990,0.0,56.436,0.0,122392576.0,15618048.0,141205504.0,1480650752.0,28842930.0,1902697.0
05-11 15:08:24,16.162,23.232,0.0,0.0,60.606,0.0,122753024.0,15618048.0,141205504.0,1480290304.0,28398028.0,1872422.0
05-11 15:08:25,15.842,27.723,0.990,0.0,55.446,0.0,122425344.0,15618048.0,141205504.0,1480617984.0,29037589.0,1914602.0
05-11 15:08:26,17.0,24.0,0.0,0.0,59.0,0.0,122327040.0,15618048.0,141205504.0,1480716288.0,29612164.0,1952416.0
05-11 15:08:27,15.152,27.273,0.0,0.0,57.576,0.0,122544128.0,15626240.0,141205504.0,1480491008.0,28171907.0,1857400.0
05-11 15:08:28,14.851,27.723,0.990,0.0,56.436,0.0,122871808.0,15626240.0,141205504.0,1480163328.0,28922179.0,1906832.0
05-11 15:08:29,15.0,26.0,0.0,0.0,59.0,0.0,122445824.0,15626240.0,141205504.0,1480589312.0,29790811.0,1964182.0
05-11 15:08:30,18.0,24.0,0.0,0.0,58.0,0.0,122351616.0,15626240.0,141205504.0,1480683520.0,28795910.0,1898544.0
05-11 15:08:31,16.0,25.0,0.0,0.0,59.0,0.0,122351616.0,15626240.0,141205504.0,1480683520.0,28575225.0,1884114.0
05-11 15:08:32,15.0,28.0,1.0,0.0,56.0,0.0,122351616.0,15626240.0,141205504.0,1480683520.0,29011800.0,1912752.0
05-11 15:08:33,15.152,27.273,1.010,0.0,56.566,0.0,122417152.0,15634432.0,141197312.0,1480617984.0,28461634.0,1886260.0
05-11 15:08:34,17.0,25.0,0.0,0.0,58.0,0.0,122900480.0,15634432.0,141205504.0,1480126464.0,29209861.0,1916082.0
05-11 15:08:35,15.152,24.242,0.0,0.0,60.606,0.0,122310656.0,15634432.0,141205504.0,1480716288.0,28854017.0,1902372.0
05-11 15:08:36,14.706,24.510,0.0,0.0,60.784,0.0,122376192.0,15634432.0,141205504.0,1480650752.0,29319595.0,1933028.0
05-11 15:08:37,15.152,25.253,1.010,0.0,58.586,0.0,122638336.0,15634432.0,141205504.0,1480388608.0,28850270.0,1902096.0
05-11 15:08:38,16.0,25.0,0.0,0.0,59.0,0.0,122408960.0,15634432.0,141205504.0,1480617984.0,28633818.0,1887962.0
05-11 15:08:39,16.162,25.253,0.0,0.0,58.586,0.0,122408960.0,15634432.0,141205504.0,1480617984.0,28381286.0,1871144.0
05-11 15:08:40,17.822,25.743,0.990,0.0,55.446,0.0,122834944.0,15642624.0,141197312.0,1480192000.0,28538727.0,1881798.0
05-11 15:08:41,16.0,26.0,0.0,0.0,58.0,0.0,122433536.0,15642624.0,141205504.0,1480585216.0,29495490.0,1950028.0
05-11 15:08:42,16.0,24.0,1.0,0.0,59.0,0.0,122466304.0,15642624.0,141205504.0,1480552448.0,29263713.0,1924222.0
05-11 15:08:43,15.0,25.0,0.0,0.0,60.0,0.0,122335232.0,15642624.0,141205504.0,1480683520.0,28521865.0,1880414.0
05-11 15:08:44,17.822,23.762,0.990,0.0,57.426,0.0,122466304.0,15642624.0,141205504.0,1480552448.0,28864987.0,1906462.0
